IUPAC Name,SMILE,solvent,type,SRP
1-benzyl-4-(1-benzylpyridin-1-ium-4-yl)pyridin-1-ium,C1=CC=C(C=C1)C[N+]2=CC=C(C=C2)C3=CC=[N+](C=C3)CC4=CC=CC=C4,H2O,neutral,-0.37
1-heptyl-4-(1-heptylpyridin-1-ium-4-yl)pyridin-1-ium,CCCCCCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCCCCC,H2O,neutral,-0.356
,C[N+](C)(C)CCCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCC[N+](C)(C)C,H2O,neutral,-0.367
"1-(3,5-dimethylmorpholin-4-yl)-2-[4-[1-[2-(3,5-dimethylmorpholin-4-yl)-2-oxoethyl]pyridin-1-ium-4-yl]pyridin-1-ium-1-yl]ethanone",CC1COCC(N1C(=O)C[N+]2=CC=C(C=C2)C3=CC=[N+](C=C3)CC(=O)N4C(COCC4C)C)C,H2O,neutral,-0.291
1-octyl-4-(1-octylpyridin-1-ium-4-yl)pyridin-1-ium,CCCCCCCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCCCCCC,H2O,neutral,-0.451
1-octadecyl-4-(1-octadecylpyridin-1-ium-4-yl)pyridin-1-ium,CCCCCCCCCCCCCCCCCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCCCCCCCCCCCCCCCC,H2O,neutral,-0.28
ethyl 2-[4-[1-(2-ethoxy-2-oxo-1-phenylethyl)pyridin-1-ium-4-yl]pyridin-1-ium-1-yl]-2-phenylacetate,CCOC(=O)C(C1=CC=CC=C1)[N+]2=CC=C(C=C2)C3=CC=[N+](C=C3)C(C4=CC=CC=C4)C(=O)OCC,H2O,neutral,-0.188
,C1=CC9=C(C=C1)C[N+]6=C4[N+](=CC=C5C3=CC=[N+]2CC8=C(C[N+]7=C2C3=C(C(=C45)C=C6)C=C7)C=CC=C8)C9,H2O,neutral,-0.139
1-methyl-4-[1-[2-[4-(1-methylpyridin-1-ium-4-yl)pyridin-1-ium-1-yl]ethyl]pyridin-1-ium-4-yl]pyridin-1-ium,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC[N+]3=CC=C(C=C3)C4=CC=[N+](C=C4)C,H2O,neutral,-0.28
1-methyl-4-[1-[3-[4-(1-methylpyridin-1-ium-4-yl)pyridin-1-ium-1-yl]propyl]pyridin-1-ium-4-yl]pyridin-1-ium,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCC[N+]3=CC=C(C=C3)C4=CC=[N+](C=C4)C,H2O,neutral,-0.33
1-methyl-4-[1-[4-[4-(1-methylpyridin-1-ium-4-yl)pyridin-1-ium-1-yl]butyl]pyridin-1-ium-4-yl]pyridin-1-ium,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCC[N+]3=CC=C(C=C3)C4=CC=[N+](C=C4)C,H2O,neutral,-0.39
"1,2-dimethyl-4-(1-methylpyridin-1-ium-4-yl)pyridin-1-ium",CC1=[N+](C=CC(=C1)C2=CC=[N+](C=C2)C)C,H2O,neutral,-0.5
,CC[N+]1=CC=C(C=C1)C2=CC(=[N+](C=C2)CC)C,H2O,neutral,-0.51
,CCC[N+]1=CC=C(C=C1)C2=CC(=[N+](C=C2)CCC)C,H2O,neutral,-0.5
4-(2-cyano-1-methylpyridin-1-ium-4-yl)-1-methylpyridin-1-ium-2-carbonitrile,C[N+]1=C(C=C(C=C1)C2=CC(=[N+](C=C2)C)C#N)C#N,H2O,neutral,0.09
"4-(1,2-dimethylpyridin-1-ium-4-yl)-1,2-dimethylpyridin-1-ium",CC1=[N+](C=CC(=C1)C2=CC(=[N+](C=C2)C)C)C,H2O,neutral,-0.552
"4-(1,3-dimethylpyridin-1-ium-4-yl)-1,3-dimethylpyridin-1-ium",CC1=C(C=C[N+](=C1)C)C2=C(C=[N+](C=C2)C)C,H2O,neutral,-0.83
"1,2,6-trimethyl-4-(1,2,6-trimethylpyridin-1-ium-4-yl)pyridin-1-ium",CC1=CC(=CC(=[N+]1C)C)C2=CC(=[N+](C(=C2)C)C)C,H2O,neutral,-0.64
,C[N+]1=C(C=C(C=C1)C2=CC(=[N+](C=C2)C)C3=CC=CC=C3)C4=CC=CC=C4,H2O,neutral,-0.39
,CC1=CC=C(C=C1)C2=[N+](C=CC(=C2)C3=CC(=[N+](C=C3)C)C4=CC=C(C=C4)C)C,H2O,neutral,-0.439
,CC1=[N+](C=CC(=C1)C2=CC(=[N+](C=C2)C#N)C)C#N,H2O,neutral,-0.14
,CC1=[N+](C=CC(=C1)C2=CC(=[N+](C=C2)CCCl)C)CCCl,H2O,neutral,-0.422
2-[4-[1-(2-hydroxyethyl)-2-methylpyridin-1-ium-4-yl]-2-methylpyridin-1-ium-1-yl]ethanol,CC1=[N+](C=CC(=C1)C2=CC(=[N+](C=C2)CCO)C)CCO,H2O,neutral,-0.481
,CC(=O)C[N+]1=C(C=C(C=C1)C2=CC(=[N+](C=C2)CC(C)=O)C)C,H2O,neutral,-0.356
,CCOC(=O)C[N+]1=C(C=C(C=C1)C2=CC(=[N+](C=C2)CC(=O)OCC)C)C,H2O,neutral,-0.323
,CC1=C(C=C[N+](=C1)CCC[S](=O)(=O)[O-])C2=C(C=[N+](C=C2)CCC[S](=O)(=O)[O-])C,H2O,neutral,-0.79
,CC1=[N+](C=CC(=C1)C2=CC(=[N+](C=C2)CCC[S](=O)(=O)[O-])C)CCC[S](=O)(=O)[O-],H2O,neutral,-0.46
,CC1=[N+](C(=CC(=C1)C2=CC(=[N+](C(=C2)C)CCC[S](=O)(=O)[O-])C)C)CCC[S](=O)(=O)[O-],H2O,neutral,-0.54
4-(1-methylpyridin-4-ylidene)pyridin-1-ium 1-oxide,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)[O-],H2O,neutral,-0.49
,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC#N,H2O,neutral,-0.287
2-[4-(1-methylpyridin-1-ium-4-yl)pyridin-1-ium-1-yl]ethanol,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCO,H2O,neutral,-0.422
1-methyl-4-(1-prop-2-enylpyridin-1-ium-4-yl)pyridin-1-ium,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC=C,H2O,neutral,-0.426
,COCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C,H2O,neutral,-0.38
,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C\C(=C(\C#N)[H])[H],H2O,neutral,-0.369
,CSC(=C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C)SC,H2O,neutral,-0.33
,CCOC(=O)C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C,H2O,neutral,-0.362
,CCOC(=O)C(C#N)[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C,H2O,neutral,-0.287
,COC(=O)\C(=C(\C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C)[H])[H],H2O,neutral,-0.381
,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC#[S]N=O,H2O,neutral,-0.371
1-benzyl-4-(1-methylpyridin-1-ium-4-yl)pyridin-1-ium,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC3=CC=CC=C3,H2O,neutral,-0.408
,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC#[S]NC3=CC=CC=C3,H2O,neutral,-0.357
,CC1COCC(C)N1C(=O)C[N+]2=CC=C(C=C2)C3=CC=[N+](C=C3)C,H2O,neutral,-0.374
,CCSCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC,H2O,neutral,-0.428
,CCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCC(=O)OC,H2O,neutral,-0.408
,CCCCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCO,H2O,neutral,-0.438
2-[4-(1-prop-2-enylpyridin-1-ium-4-yl)pyridin-1-ium-1-yl]acetic acid,C=CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC(=O)O,H2O,neutral,-0.39
,C=CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC,H2O,neutral,-0.428
,C=CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCC#N,H2O,neutral,-0.383
"N,N-diethyl-3-[4-(1-prop-2-enylpyridin-1-ium-4-yl)pyridin-1-ium-1-yl]propanamide",CCN(CC)C(=O)CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC=C,H2O,neutral,-0.383
,C=CCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCC#N,H2O,neutral,-0.394
,C\C(=C(\C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCF)[H])[H],H2O,neutral,-0.418
,C=C(C)C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC(N)=O,H2O,neutral,-0.336
,C=C(CC)C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCOC,H2O,neutral,-0.396
,COCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C\C(=C(/C)Cl)[H],H2O,neutral,-0.393
,C[N+]3=CC2=C1[N+](=CC=CC1=CC=C2C=C3)C,H2O,neutral,-0.425
,C[N+]1=CC3=C(C=C1)C2=C[N+](=CC=C2C=C3)C,H2O,neutral,-0.44
,C[N+]2=CC1=C3C(=CC=C1C=C2)[N+](=CC=C3)C,H2O,neutral,-0.302
"3,8-dimethyl-3,8-phenanthroline-3,8-diium",C[N+]1=CC2=C(C=C1)C3=C(C=C2)C=[N+](C=C3)C,H2O,neutral,-0.374
"3,7-dimethyl-3,7-phenanthroline-3,7-diium",C[N+]1=CC2=C(C=C1)C3=C(C=C2)[N+](=CC=C3)C,H2O,neutral,-0.405
"4,7-Dimethyl-4,7-phenanthroline-4,7-diium",C[N+]1=CC=CC2=C1C=CC3=C2C=CC=[N+]3C,H2O,neutral,-0.268
"9,16-diazoniapentacyclo[12.8.0.02,11.04,9.016,21]docosa-1(22),2,4,6,8,10,12,14,16,18,20-undecaene",C1=CC=[N+]2C=C3C=CC4=C[N+]5=CC=CC=C5C=C4C3=CC2=C1,H2O,neutral,-0.272
"4,21-diazoniapentacyclo[12.8.0.02,11.04,9.016,21]docosa-1(22),2,4,6,8,10,12,14,16,18,20-undecaene",C1=CC=[N+]2C=C3C(=CC2=C1)C=CC4=CC5=CC=CC=[N+]5C=C43,H2O,neutral,-0.3
"4,16-diazoniapentacyclo[12.8.0.02,11.04,9.016,21]docosa-1(22),2,4,6,8,10,12,14,16,18,20-undecaene",C1=CC=[N+]2C=C3C(=CC2=C1)C=CC4=C[N+]5=CC=CC=C5C=C43,H2O,neutral,-0.228
Hydroxymethyl,[CH2]O,H2O,neutral,-0.92
2-(2-hydroxyethyldisulfanyl)ethanol,C(CSSCCO)O,H2O,neutral,-1.57
5-(dithiolan-3-yl)pentanamide,C1CSSC1CCCCC(=O)N,H2O,neutral,-1.6
hydroxyurea,C(=O)(N)NO,H2O,neutral,-0.552
4-amino-1H-imidazole-5-carboxamide,C1=NC(=C(N1)C(=O)N)N,H2O,neutral,-0.584
4-(dimethylaminodiazenyl)-1H-imidazole-5-carboxamide,CN(C)N=NC1=C(NC=N1)C(=O)N,H2O,neutral,-0.571
1-methylpyridin-1-ium-3-carboxamide,C[N+]1=CC=CC(=C1)C(=O)N,H2O,neutral,-0.936
1-methylpyridin-1-ium-4-carboxamide,C[N+]1=CC=C(C=C1)C(=O)N,H2O,neutral,-0.77
1-(1-methylpyridin-1-ium-4-yl)ethanone,CC(=O)C1=CC=[N+](C=C1)C,H2O,neutral,-0.51
methyl 1-methylpyridin-1-ium-4-carboxylate,C[N+]1=CC=C(C=C1)C(=O)OC,H2O,neutral,-0.72
1-ethylpyridin-1-ium-4-carbonitrile,CC[N+]1=CC=C(C=C1)C#N,H2O,neutral,-0.626
"[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4R,5R)-5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate",C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,H2O,neutral,-0.93
"4,4-dimethyl-2-pyridin-2-yl-3H-pyridine",CC1(CC(=NC=C1)C2=CC=CC=N2)C,H2O,neutral,-1.05
"7,8-dimethyl-10-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]benzo[g]pteridine-2,4-dione",CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O,H2O,neutral,-0.292
"[(2R,3S,4S)-5-(7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate",CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O,H2O,neutral,-0.313
"[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4S)-5-(7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] hydrogen phosphate",CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O,H2O,neutral,-0.241
"8-(imidazol-1-ylmethyl)-7-methyl-10-(2,3,4,5-tetrahydroxypentyl)benzo[g]pteridine-2,4-dione",CC1=CC2=C(C=C1CN3C=CN=C3)N(C4=NC(=O)NC(=O)C4=N2)CC(C(C(CO)O)O)O,H2O,neutral,-0.173
,CC(=O)OCC(OC(C)=O)C(OC(C)=O)C(CN2C1=CC(=C(C)C=C1N=C3C(=O)N([H])C(=O)N=C23)C[N]4C=C[N+](=C4)C)OC(C)=O,H2O,neutral,-0.118
"7,8-dimethyl-1H-benzo[g]pteridine-2,4-dione",CC1=CC2=C(C=C1C)N=C3C(=N2)C(=O)NC(=O)N3,H2O,neutral,-0.502
"1,7,8-trimethylbenzo[g]pteridine-2,4-dione",CC1=CC2=C(C=C1C)N=C3C(=N2)C(=O)NC(=O)N3C,H2O,neutral,-0.509
"3,7,8-trimethyl-1H-benzo[g]pteridine-2,4-dione",CC1=CC2=C(C=C1C)N=C3C(=N2)C(=O)N(C(=O)N3)C,H2O,neutral,-0.535
"1,3,7,8-tetramethylbenzo[g]pteridine-2,4-dione",C1=C(C(=CC2=C1N=C3C(=N2)C(=O)N(C(=O)N3C)C)C)C,H2O,neutral,-0.53
,C12=[S]3ON=C1CSCC2=NO3,H2O,neutral,-0.375
,C12=[S]3ON=C1C[S](CC2=NO3)=O,H2O,neutral,-0.277
,C12=[S]3ON=C1C[S](CC2=NO3)(=O)=O,H2O,neutral,-0.227
,[C]12=[S]3ON=C1C[C]CC2=NO3,H2O,neutral,-0.416
9-(2-methoxy-4-methylsulfonylaminoanilino)-acridinium,C1=CC=CC2=C1C(=C3C(=[N+]2[H])C=CC=C3)NC4=CC=C(C=C4)N[S](C)(=O)=O,H2O,neutral,-0.803
,C1(=CC=C(C2=NSN=C12)C#N)C#N,H2O,neutral,-0.49
,C2(=NC1=NSN=C1N=C2C3=CC=CO3)C4=CC=CO4,H2O,neutral,-0.374
,C2(=NC1=NSN=C1N=C2C3=CC=CC=N3)C4=NC=CC=C4,H2O,neutral,-0.236
,C2(=NC1=NSN=C1N=C2C3=CC=CC=[N+]3[O-])C4=NC=CC=C4,H2O,neutral,-0.253
4-aminophenol,C1(=CC=C(C=C1)O)N,H2O,neutral,0.217
4-methoxyphenol,COC1=CC=C(C=C1)O,H2O,neutral,0.32
4-(methylamino)phenol,CNC1=CC=C(C=C1)O,H2O,neutral,0.146
4-acetamidophenol,CC(=O)NC1=CC=C(C=C1)O,H2O,neutral,0.45
4-(dimethylamino)-phenol,CN(C)C1=CC=C(C=C1)O,H2O,neutral,0.174
tyrosine,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,H2O,neutral,0.64
dl-tyrosine,C1=CC(=CC=C1CC(C(=O)O)N)O,H2O,neutral,0.87
n-acetyl-l-tyrosinamide,CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N,H2O,neutral,0.65
l-alanyl-l-tyrosine,C[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O)N,H2O,neutral,0.85
"1,2-dihydroxybenzene",C1=CC=C(C(=C1)O)O,H2O,neutral,0.043
"2,3-dihydroxybenzoic acid",C1=CC(=C(C(=C1)O)O)C(=O)O,H2O,neutral,0.118
"3,4-dihydroxybenzoic acid",C1=CC(=C(C=C1C(=O)O)O)O,H2O,neutral,0.119
"3,4-dihydroxyphenylacetic acid",C1=CC(=C(C=C1CC(=O)O)O)O,H2O,neutral,0.021
3-hydroxytyramine,C1=CC(=C(C=C1CCN)O)O,H2O,neutral,0.018
norepinephrine,C1=CC(=C(C=C1[C@H](CN)O)O)O,H2O,neutral,0.044
"trans-3,4-dihydroxycinnamic acid",C1=CC(=C(C=C1/C=C/C(=O)O)O)O,H2O,neutral,0.084
"2-amino-3-(3,4-dihydroxyphenyl)propanoic acid",C1(=CC=C(C=C1O)CC(C(O)=O)N)O,H2O,neutral,0.014
"1,3-dihydroxybenzene",C1=CC(=CC(=C1)O)O,H2O,neutral,0.385
"2,5-dihydroxybenzoic acid",C1=CC(=C(C=C1O)C(=O)O)O,H2O,neutral,0.033
"3,5-dihydroxybenzoic acid",C1=C(C=C(C=C1O)O)C(=O)O,H2O,neutral,0.28
"1,4-dihydroxybenzene",C1=CC(=CC=C1O)O,H2O,neutral,1.041
Persilic acid,C1=C(C(=CC(=C1S(=O)(=O)O)O)S(=O)(=O)O)O,H2O,neutral,0.116
methylhydroquinone,CC1=C(C=CC(=C1)O)O,H2O,neutral,0.46
"2-methoxybenzene-1,4-diol",COC1=C(C=CC(=C1)O)O,H2O,neutral,-0.085
"2-(methoxymethyl)benzene-1,4-diol",C1(=C(C=CC(=C1)O)O)COC,H2O,neutral,0.118
"2-(2,5-dihydroxyphenyl)acetic acid",C1=CC(=C(C=C1O)CC(=O)O)O,H2O,neutral,-0.05
"2,3-dimethylbenzene-1,4-diol",C1(=C(C=CC(=C1C)O)O)C,H2O,neutral,0.43
"2,5-dimethylbenzene-1,4-diol",CC1=C(C=C(C(=C1)O)C)O,H2O,neutral,0.98
,CC1=C(C=CC(=C1C)O)O,H2O,neutral,0.385
,CC1=C(C(=C(C(=C1C)O)C)C)O,H2O,neutral,0.95
"benzene-1,2,3-triol",C1=CC(=C(C(=C1)O)O)O,H2O,neutral,-0.009
"5-(2-aminoethyl)benzene-1,2,3-triol",C1=C(C=C(C(=C1O)O)O)CCN,H2O,neutral,0.042
"ethyl 3,4,5-trihydroxybenzoate",CCOC(=O)C1=CC(=C(C(=C1)O)O)O,H2O,neutral,-0.054
"benzene-1,2,4-triol  ",C1=CC(=C(C=C1O)O)O,H2O,neutral,-0.11
aniline,C1=CC=C(C=C1)N,H2O,neutral,1.03
"benzene-1,4-diamine",C1=CC(=CC=C1N)N,H2O,neutral,0.183
1H-indole,C1=CC=C2C(=C1)C=CN2,H2O,neutral,1.24
1H-indol-5-ol,C1=CC2=C(C=CN2)C=C1O,H2O,neutral,0.216
1-methylindole,CN1C=CC2=CC=CC=C21,H2O,neutral,1.23
2-methyl-1H-indole,CC1=CC2=CC=CC=C2N1,H2O,neutral,1.1
3-methyl-1H-indole,CC1=CNC2=CC=CC=C12,H2O,neutral,1.01
2-(1H-indol-3-yl)acetic acid,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,H2O,neutral,0.84
"2,3-dimethyl-1H-indole",CC1=C(NC2=CC=CC=C12)C,H2O,neutral,0.78
2-(1H-indol-3-yl)ethanamine,C1=CC=C2C(=C1)C(=CN2)CCN,H2O,neutral,0.0
(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,H2O,neutral,1.14
2-amino-3-(5-hydroxy-1H-indol-3-yl)propanoic acid,C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N,H2O,neutral,0.208
2-amino-3-(1H-indol-3-yl)propanamide,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)N)N,H2O,neutral,0.94
(2S)-2-[[(2S)-2-amino-3-(1H-indol-3-yl)propanoyl]amino]propanoic acid,C[C@@H](C(=O)O)NC(=O)[C@H](CC1=CNC2=CC=CC=C21)N,H2O,neutral,0.0
"1H-pyrimidine-2,4-dione",C1=CNC(=O)NC1=O,H2O,neutral,0.87
"5-methyl-1H-pyrimidine-2,4-dione",CC1=CNC(=O)NC1=O,H2O,neutral,0.78
"1,3-diazinane-2,4,6-trione",C1C(=O)NC(=O)NC1=O,H2O,neutral,0.79
"1,3-diazinane-2,4,5-trione",C1C(=O)C(=O)NC(=O)N1,H2O,neutral,0.132
6-amino-1H-pyrimidin-2-one,C1=C(NC(=O)N=C1)N,H2O,neutral,0.83
7H-purin-6-amine,C1=NC2=NC=NC(=C2N1)N,H2O,neutral,0.75
"(2R,3R,4S,5R)-2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H],H2O,neutral,0.81
"2-amino-1,7-dihydropurin-6-one",C1=NC2=C(N1)C(=O)NC(=N2)N,H2O,neutral,0.62
"2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one",C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H],H2O,neutral,0.71
"1,7-dihydropurin-6-one",C1=NC2=C(N1)C(=O)NC=N2,H2O,neutral,0.74
"3,7-dihydropurine-2,6-dione",C1=NC2=C(N1)C(=O)NC(=O)N2,H2O,neutral,0.59
"7,9-dihydro-3H-purine-2,6,8-trione",C12=C(NC(=O)N1)NC(=O)NC2=O,H2O,neutral,0.26
"1-(5,5-dioxophenothiazin-10-yl)-N,N-dimethylpropan-2-amine",CC(CN1C2=CC=CC=C2S(=O)(=O)C3=CC=CC=C31)N(C)C,H2O,neutral,0.701
3-bromo-10-methylphenothiazine,CN1C2=C(C=C(C=C2)Br)SC3=CC=CC=C31,H2O,neutral,0.766
3-chloro-10H-phenothiazine,C1=CC=C2C(=C1)NC3=C(S2)C=C(C=C3)Cl,H2O,neutral,0.763
3-fluoro-10H-phenothiazine,C1=CC=C2C(=C1)NC3=C(S2)C=C(C=C3)F,H2O,neutral,0.722
3-iodo-10H-phenothiazine,C1=CC=C2C(=C1)NC3=C(S2)C=C(C=C3)I,H2O,neutral,0.758
3-methyl-10H-phenothiazine,CC1=CC2=C(C=C1)NC3=CC=CC=C3S2,H2O,neutral,0.651
1-methoxy-10H-phenothiazine,COC1=C2C(=CC=C1)SC3=CC=CC=C3N2,H2O,neutral,0.698
3-methoxy-10H-phenothiazine,COC1=CC2=C(C=C1)NC3=CC=CC=C3S2,H2O,neutral,0.59
1-ethoxy-10H-phenothiazine,CCOC1=C2C(=CC=C1)SC3=CC=CC=C3N2,H2O,neutral,0.692
3-ethoxy-10H-phenothiazine,CCOC1=CC2=C(C=C1)NC3=CC=CC=C3S2,H2O,neutral,0.58
10-methyl-3-phenylphenothiazine,CN1C2=C(C=C(C=C2)C3=CC=CC=C3)SC4=CC=CC=C41,H2O,neutral,0.679
2-chloro-7-methoxy-10H-phenothiazine,COC1=CC2=C(C=C1)NC3=C(S2)C=CC(=C3)Cl,H2O,neutral,0.662
4-chloro-7-methoxy-10H-phenothiazine,COC1=CC2=C(C=C1)NC3=C(S2)C(=CC=C3)Cl,H2O,neutral,0.668
"3,7-dimethylpheno-thiazine",C1=CC3=C(C=C1C)SC2=C(C=CC(=C2)C)N3,H2O,neutral,0.626
"3,7-dimethoxylpheno-thiazine",C1=CC3=C(C=C1OC)SC2=C(C=CC(=C2)OC)N3,H2O,neutral,0.475
10-methylphenothiazine-carboxaldehyde,C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)C,H2O,neutral,0.829
"N,N-dimethyl-3-phenothiazin-10-ylpropan-1-amine",CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,H2O,neutral,0.715
"N,N-dimethyl-1-phenothiazin-10-ylpropan-2-amine",CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,H2O,neutral,0.865
10-(1-methyl-2-dimethyl)phenothiazine,C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)C(C)CN(C)C,H2O,neutral,0.89
10-(2-pyrrolidinylethyl)-phenothiazine,C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)CCCN4CCN(CC4)C,H2O,neutral,0.847
"N,N-diethyl-2-phenothiazin-10-ylethanamine",CCN(CC)CCN1C2=CC=CC=C2SC3=CC=CC=C31,H2O,neutral,0.807
methyl sulfate;trimethyl(1-phenothiazin-10-ylpropan-2-yl)azanium,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)[N+](C)(C)C.COS(=O)(=O)[O-],H2O,neutral,0.861
10-(n-methyl-3-piperidinyl)-methylphenothiazine,C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)CC4CN(CCC4)C,H2O,neutral,0.783
10-(2-methyl-2-diethylaminoethyl)-phenothiazine,C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)CC(C)N(CC)CC,H2O,neutral,0.9
,C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)CCCN(CC)CC,H2O,neutral,0.954
,C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)CCCCCC[N](CC)(CC)CC,H2O,neutral,0.864
10-[3-(4-methyl-1-pipierazinyl)-propyl]phenothiazine,C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)CCCN4CCC(CC4)C,H2O,neutral,0.72
,C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)CCCN4CCN(CC4)CCO,H2O,neutral,0.762
"3-(2-chlorophenothiazin-10-yl)-N,N-dimethylpropan-1-amine",CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,H2O,neutral,0.762
"N,N-dimethyl-3-[2-(trifluoromethyl)phenothiazin-10-yl]propan-1-amine",CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F,H2O,neutral,0.894
2-hydroxy-10-(3-dimethyl-aminopropyl)phenothiazine,CN(C)CCCN2C1=CC(=CC=C1SC3=CC=CC=C23)O,H2O,neutral,0.625
2-methoxy-10-(3-dimethyl-aminopropyl)phenothiazine,CN(C)CCCN2C1=CC(=CC=C1SC3=CC=CC=C23)OC,H2O,neutral,0.71
2-acethyl-10-(3-dimethyl-aminopropyl)phenothiazine,CN(C)CCCN2C1=CC(=CC=C1SC3=CC=CC=C23)COC,H2O,neutral,0.863
10-[2-(1-methylpiperidin-2-yl)ethyl]-2-methylsulfanylphenothiazine,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,H2O,neutral,0.794
2-chloro-10-[3-(4-methylpiperazin-1-yl)propyl]phenothiazine,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,H2O,neutral,0.827
